,charge_capacity,charge_energy,discharge_capacity,discharge_energy,voltage,cycle_count,capacity_rentention,capacity_rentention1
1320,137.3,478.8,137.3,421.2,3.0994,1320,90,90.08899737
1321,137.3,478.8,137.3,421.2,3.0994,1321,90,90.08552066
1322,137.3,478.8,137.3,421.2,3.0994,1322,90,90.0796824
1323,137.3,478.7,137.3,421.2,3.0992,1323,90,90.0754185
1324,137.3,478.7,137.3,421.1,3.0991,1324,90,90.06741549
1325,137.3,478.7,137.3,421.1,3.0991,1325,90,90.06256121
1326,137.3,478.7,137.3,420.9,3.0986,1326,90,90.05095029
1327,137.2,478.6,137.3,420.9,3.0986,1327,90,90.0465552
1328,137.2,478.6,137.3,420.9,3.0984,1328,90,90.04163532
1329,137.2,478.6,137.3,420.9,3.0987,1329,90,90.03907698
1330,137.2,478.5,137.3,420.9,3.0991,1330,90,90.03678103
1331,137.2,478.5,137.2,420.9,3.0989,1331,90,90.0296964
1332,137.2,478.5,137.2,420.8,3.0987,1332,90,90.02320216
1333,137.2,478.5,137.2,420.8,3.0987,1333,90,90.01841348
1334,137.2,478.5,137.2,420.8,3.0986,1334,90,90.01100085
1335,137.2,478.5,137.2,420.7,3.0989,1335,90,90.00713055
1336,137.2,478.5,137.2,420.6,3.0987,1336,89,89.99840596
1337,137.2,478.5,137.2,420.8,3.0997,1337,89,89.99945553
1338,137.2,478.5,137.2,420.7,3.0994,1338,89,89.99447005
1339,137.2,478.4,137.2,420.8,3.0997,1339,89,89.99394527
1340,137.1,478.4,137.2,420.7,3.0997,1340,89,89.98548307
1341,137.1,478.4,137.2,420.5,3.0989,1341,89,89.97485613
1342,137.1,478.4,137.2,420.6,3.0992,1342,89,89.97124821
1343,137.1,478.4,137.2,420.7,3.0999,1343,89,89.97118261
1344,137.1,478.3,137.1,420.6,3.0997,1344,89,89.96475397
1345,137.1,478.3,137.1,420.6,3.0995,1345,89,89.96167084
1346,137.1,478.3,137.1,420.5,3.0991,1346,89,89.95045351
1347,137.1,478.2,137.1,420.5,3.0994,1347,89,89.94756718
1348,137.1,478.3,137.1,420.4,3.0989,1348,89,89.93825221
1349,137.1,478.2,137.1,420.2,3.0983,1349,89,89.92578851
1350,137,478.2,137.1,420.3,3.0984,1350,89,89.92323017
1351,137.1,478.2,137.1,420.4,3.0994,1351,89,89.92913403
1352,137.1,478.1,137.1,420.5,3.1,1352,89,89.92913403
1353,137.1,478.1,137.1,420.5,3.1003,1353,89,89.92487013
1354,137.1,478,137.1,420.5,3.1002,1354,89,89.92145901
1355,137,478,137.1,420.5,3.1002,1355,89,89.91476798
1356,137,478,137.1,420.4,3.1,1356,89,89.90610898
1357,137,478,137,420.4,3.1002,1357,89,89.9014515
1358,137,478,137,420.1,3.0991,1358,89,89.88649506
1359,137,478,137,420.3,3.0995,1359,89,89.8889878
1360,137,477.9,137,420.4,3.1003,1360,89,89.88964378
1361,137,477.8,137,420.3,3.1002,1361,89,89.88446151
1362,137,477.8,137,420.3,3.1,1362,89,89.87803286
1363,137,477.8,137,420.3,3.1,1363,89,89.87488414
1364,137,477.8,137,420.2,3.1,1364,89,89.86655314
1365,137,477.8,137,420.2,3.1002,1365,89,89.86202685
1366,136.9,477.8,137,420,3.0994,1366,89,89.84903836
1367,136.9,477.8,137,420,3.0995,1367,89,89.8430689
1368,136.9,477.7,137,420,3.0997,1368,89,89.83932979
1369,136.9,477.7,136.9,420,3.0999,1369,89,89.83696825
1370,136.9,477.7,136.9,420,3.0997,1370,89,89.82916204
1371,136.9,477.6,136.9,420,3.0999,1371,89,89.82581652
1372,136.9,477.6,136.9,419.9,3.0995,1372,89,89.81525517
1373,136.9,477.6,136.9,419.8,3.0994,1373,89,89.80646499
1374,136.9,477.6,136.9,419.8,3.0994,1374,89,89.79997074
1375,136.9,477.6,136.9,419.7,3.0992,1375,89,89.7935421
1376,136.8,477.5,136.9,419.8,3.0997,1376,89,89.79577244
1377,136.9,477.5,136.9,419.7,3.0994,1377,89,89.78396473
1378,136.8,477.4,136.9,419.8,3.0999,1378,89,89.7809472
1379,136.8,477.4,136.9,419.8,3.0999,1379,89,89.77891365
1380,136.8,477.4,136.8,419.7,3.0997,1380,89,89.77038586
1381,136.8,477.3,136.8,419.6,3.0994,1381,89,89.7604149
1382,136.8,477.3,136.8,419.5,3.0992,1382,89,89.75018154
1383,136.8,477.3,136.8,419.5,3.0989,1383,89,89.74099777
1384,136.8,477.3,136.8,419.4,3.0991,1384,89,89.73568429
1385,136.8,477.2,136.8,419.5,3.0994,1385,89,89.73450352
1386,136.8,477.2,136.8,419.5,3.0995,1386,89,89.7312892
1387,136.8,477.1,136.8,419.5,3.0995,1387,89,89.72814048
1388,136.7,477.1,136.8,419.4,3.0994,1388,89,89.71908789
1389,136.7,477.1,136.8,419.3,3.0992,1389,89,89.70780497
1390,136.7,477.1,136.7,419.2,3.0989,1390,89,89.69737482
1391,136.7,477.1,136.7,419.1,3.0987,1391,89,89.68596069
1392,136.7,477,136.7,419.2,3.0987,1392,89,89.68392714
1393,136.7,477,136.7,419.2,3.0991,1393,89,89.67940085
1394,136.7,477,136.7,419.1,3.0989,1394,89,89.67087306
1395,136.7,476.9,136.7,419.1,3.0991,1395,89,89.6607053
1396,136.6,476.9,136.7,419,3.0989,1396,89,89.65421106
1397,136.6,476.9,136.7,418.9,3.0984,1397,89,89.64148496
1398,136.6,476.9,136.6,418.8,3.0981,1398,89,89.63105482
1399,136.6,476.8,136.6,418.7,3.0976,1399,89,89.61655757
1400,136.6,476.8,136.6,418.7,3.0978,1400,89,89.61550799
1401,136.3,477.8,136.1,416,3.0917,1401,89,89.25648785
1402,136.2,475.7,136.4,418.1,3.0976,1402,89,89.48982142
1403,136.4,475.9,136.5,418.7,3.0989,1403,89,89.56434122
1404,136.5,476.1,136.6,418.8,3.0992,1404,89,89.58572631
1405,136.5,476.3,136.6,418.7,3.0987,1405,89,89.59058059
1406,136.5,476.3,136.6,418.8,3.0992,1406,89,89.59497569
1407,136.5,476.4,136.6,418.8,3.0989,1407,89,89.59353252
1408,136.5,476.3,136.6,418.7,3.0984,1408,89,89.58821905
1409,136.5,476.3,136.6,418.8,3.0991,1409,89,89.59392611
1410,136.5,476.2,136.6,418.9,3.0997,1410,89,89.59628765
1411,136.5,476.2,136.6,418.9,3.0997,1411,89,89.59307333
1412,136.5,476.2,136.6,418.9,3.0997,1412,89,89.58835025
1413,136.5,476.2,136.6,418.8,3.0994,1413,89,89.58461114
1414,136.5,476.2,136.6,418.7,3.0991,1414,89,89.57621454
1415,136.5,476.2,136.5,418.6,3.0984,1415,89,89.56335725
1416,136.5,476.2,136.5,418.5,3.0987,1416,89,89.55745339
1417,136.5,476.2,136.5,418.4,3.0983,1417,89,89.54531768
1418,136.5,476.2,136.5,418.4,3.0981,1418,89,89.53770827
1419,136.5,476.1,136.5,418.3,3.0979,1419,89,89.52924607
1420,136.4,476.1,136.5,418.4,3.0983,1420,89,89.52747491
1421,136.4,476,136.5,418.4,3.0986,1421,89,89.52531017
1422,136.4,476,136.5,418.3,3.0984,1422,89,89.51645438
1423,136.4,476,136.4,418.2,3.0979,1423,89,89.50556504
1424,136.4,476,136.4,418.3,3.0984,1424,89,89.50510585
1425,136.4,475.9,136.4,418.2,3.0986,1425,89,89.4990708
1426,136.4,475.9,136.4,418.2,3.0986,1426,89,89.49388852
1427,136.4,475.8,136.4,418.3,3.0989,1427,89,89.4908054
1428,136.4,475.8,136.4,418.2,3.0984,1428,89,89.48208081
1429,136.4,475.8,136.4,418.1,3.0984,1429,89,89.47092908
1430,136.4,475.8,136.4,418,3.0989,1430,89,89.45853098
1431,136.3,475.8,136.4,418,3.0986,1431,89,89.45065917
1432,136.3,475.7,136.4,418,3.0989,1432,89,89.45033117
1433,136.3,475.6,136.4,418,3.0989,1433,89,89.44751044
1434,136.3,475.6,136.3,417.9,3.0989,1434,89,89.43458755
1435,136.3,475.5,136.3,418,3.0994,1435,89,89.43570273
1436,136.3,475.5,136.3,417.9,3.0991,1436,89,89.42356702
1437,136.3,475.5,136.3,417.9,3.0991,1437,89,89.41490803
1438,136.3,475.4,136.3,417.8,3.0987,1438,89,89.40231313
1439,136.2,475.4,136.3,417.7,3.0984,1439,89,89.391227
1440,136.2,475.4,136.3,417.6,3.0984,1440,89,89.38066565
1441,136.2,475.4,136.2,417.6,3.0987,1441,89,89.37627056
1442,136.2,475.3,136.2,417.6,3.0986,1442,89,89.36944832
1443,136.2,475.3,136.2,417.6,3.0987,1443,89,89.36393806
1444,136.2,475.2,136.2,417.6,3.0989,1444,89,89.35462308
1445,136.2,475.1,136.2,417.5,3.0989,1445,89,89.3457017
1446,136.2,475.1,136.2,417.3,3.0981,1446,89,89.3207087
1447,136.1,475.1,136.1,417.2,3.0979,1447,89,89.30955697
1448,136.1,475.1,136.1,417.2,3.0978,1448,89,89.3041779
1449,136.1,475.1,136.1,417.2,3.0981,1449,89,89.29833964
1450,136.1,475,136.1,417.1,3.0979,1450,89,89.28941825
1451,136.1,475,136.1,417.1,3.0983,1451,89,89.28016888
1452,136.1,474.9,136.1,417.1,3.0983,1452,89,89.26737719
1453,136,474.8,136.1,417,3.0979,1453,89,89.26180132
1454,136,474.8,136.1,416.9,3.0978,1454,89,89.24776326
1455,136,474.8,136,416.9,3.0981,1455,89,89.24048183
1456,136,474.8,136,416.8,3.0976,1456,89,89.22388543
1457,136,474.7,136,416.8,3.0979,1457,89,89.21614482
1458,136,474.7,136,416.8,3.0983,1458,89,89.21588243
1459,136,474.6,136,416.8,3.0983,1459,89,89.20007321
1460,135.9,474.5,136,416.7,3.0979,1460,89,89.18760951
1461,135.9,474.5,136,416.7,3.0981,1461,89,89.183936
1462,135.9,474.4,135.9,416.6,3.0983,1462,89,89.17376824
1463,135.9,474.4,135.9,416.6,3.0981,1463,89,89.16235412
1464,135.9,474.4,135.9,416.4,3.0979,1464,89,89.14365857
1465,135.9,474.3,135.9,416.3,3.0975,1465,89,89.12063352
1466,135.8,474.2,135.8,416.2,3.0976,1466,89,89.10823542
1467,135.8,474.2,135.8,416.3,3.0979,1467,89,89.10672666
1468,135.8,474.1,135.8,416.3,3.0983,1468,89,89.10206917
1469,135.8,474.1,135.8,416.3,3.0983,1469,89,89.09085184
1470,135.8,474,135.8,416.2,3.0983,1470,89,89.08120887
1471,135.8,474,135.8,416.1,3.0979,1471,89,89.05988939
1472,135.7,474,135.7,415.9,3.0975,1472,89,89.04152183
1473,135.7,473.9,135.7,415.9,3.0975,1473,89,89.03542118
1474,135.7,473.9,135.7,415.9,3.0976,1474,89,89.02184231
1475,135.7,473.8,135.7,415.9,3.0979,1475,89,89.02098953
1476,135.7,473.7,135.7,415.9,3.0984,1476,89,89.02066153
1477,135.7,473.7,135.7,415.9,3.0983,1477,89,89.00937861
1478,135.7,473.6,135.7,415.8,3.0984,1478,88,88.99324139
1479,135.6,473.6,135.6,415.7,3.0981,1479,88,88.97861295
1480,135.6,473.6,135.6,415.6,3.0979,1480,88,88.96621485
1481,135.6,473.5,135.6,415.4,3.0973,1481,88,88.94050027
1482,135.5,473.5,135.6,415.3,3.097,1482,88,88.91963997
1483,135.5,473.4,135.5,415.1,3.097,1483,88,88.90081322
1484,135.5,473.3,135.5,415,3.0967,1484,88,88.88480721
1485,135.5,473.3,135.5,415.2,3.0976,1485,88,88.89215423
1486,135.5,473.2,135.5,415.1,3.0976,1486,88,88.88264246
1487,135.5,473.1,135.5,415.1,3.0976,1487,88,88.86867
1488,135.4,473.1,135.5,415,3.0975,1488,88,88.85869904
1489,135.4,473.1,135.4,414.9,3.0973,1489,88,88.83593639
1490,135.4,473,135.4,414.8,3.0971,1490,88,88.82832697
1491,135.4,472.9,135.4,414.8,3.0976,1491,88,88.82025837
1492,135.4,472.8,135.4,414.9,3.0981,1492,88,88.8104186
1493,135.3,472.8,135.4,414.8,3.0979,1493,88,88.80195641
1494,135.3,472.7,135.4,414.8,3.0983,1494,88,88.79421579
1495,135.3,472.7,135.3,414.7,3.0979,1495,88,88.77807858
1496,135.3,472.6,135.3,414.5,3.0975,1496,88,88.75216721
1497,135.3,472.6,135.3,414.3,3.0968,1497,88,88.7276334
1498,135.2,472.5,135.2,414.3,3.097,1498,88,88.71175858
1499,135.2,472.4,135.2,414.3,3.0971,1499,88,88.70756028
1500,135.2,472.4,135.2,414.2,3.0973,1500,88,88.68945512
1501,135.4,475,134.9,412.3,3.09,1501,88,88.52119518
1502,135.1,472.1,135.3,414.2,3.0963,1502,88,88.73740756
1503,135.3,472.3,135.4,414.7,3.0973,1503,88,88.80136602
1504,135.3,472.5,135.4,414.8,3.0973,1504,88,88.82655581
1505,135.4,472.6,135.4,414.9,3.0976,1505,88,88.83934751
1506,135.4,472.6,135.4,415,3.0978,1506,88,88.84131546
1507,135.4,472.6,135.4,414.9,3.0976,1507,88,88.83934751
1508,135.4,472.6,135.4,414.8,3.0971,1508,88,88.82589983
1509,135.4,472.6,135.4,414.7,3.0967,1509,88,88.81533848
1510,135.4,472.6,135.4,414.7,3.097,1510,88,88.81501049
1511,135.4,472.6,135.4,414.8,3.0973,1511,88,88.81212416
1512,135.3,472.5,135.4,414.8,3.0975,1512,88,88.80720428
1513,135.3,472.5,135.4,414.7,3.0973,1513,88,88.7981517
1514,135.3,472.4,135.4,414.7,3.0973,1514,88,88.78837753
1515,135.3,472.4,135.3,414.6,3.0973,1515,88,88.78037453
1516,135.3,472.4,135.3,414.5,3.0971,1516,88,88.7650245
1517,135.3,472.4,135.3,414.3,3.0963,1517,88,88.74685374
1518,135.2,472.3,135.3,414.2,3.096,1518,88,88.73137251
1519,135.2,472.3,135.3,414.2,3.0963,1519,88,88.7275678
1520,135.2,472.2,135.2,414.1,3.096,1520,88,88.71595688
1521,135.2,472.1,135.2,414.1,3.0962,1521,88,88.711037
1522,135.2,472.1,135.2,414,3.0959,1522,88,88.69811411
1523,135.2,472.1,135.2,414.1,3.0962,1523,88,88.6903079
1524,135.2,472,135.2,414.1,3.0967,1524,88,88.68656879
1525,135.2,472,135.2,413.9,3.0962,1525,88,88.66780764
1526,135.1,472,135.2,413.9,3.0963,1526,88,88.66275656
1527,135.1,471.9,135.1,414,3.0965,1527,88,88.65534394
1528,135.1,471.8,135.1,413.9,3.0965,1528,88,88.64150268
1529,135.1,471.8,135.1,413.8,3.0967,1529,88,88.63258129
1530,135.1,471.7,135.1,413.8,3.0965,1530,88,88.62175755
1531,135.1,471.7,135.1,413.7,3.0963,1531,88,88.60949065
1532,135,471.6,135.1,413.8,3.097,1532,88,88.60850667
1533,135,471.6,135.1,413.7,3.0968,1533,88,88.59965089
1534,135,471.5,135,413.7,3.097,1534,88,88.5865312
1535,135,471.5,135,413.6,3.0967,1535,88,88.5700004
1536,135,471.4,135,413.5,3.0967,1536,88,88.55648713
1537,135,471.4,135,413.4,3.0963,1537,88,88.54448262
1538,134.9,471.3,135,413.3,3.0962,1538,88,88.53103494
1539,134.9,471.2,134.9,413.3,3.0962,1539,88,88.52080159
1540,134.9,471.2,134.9,413.2,3.0963,1540,88,88.50682912
1541,134.9,471.2,134.9,413.2,3.0965,1541,88,88.50072847
1542,134.9,471.1,134.9,413.2,3.0967,1542,88,88.49318465
1543,134.9,471.1,134.9,413.1,3.0967,1543,88,88.47842501
1544,134.8,471,134.9,413,3.0962,1544,88,88.45946707
1545,134.8,470.9,134.8,412.9,3.0962,1545,88,88.44759375
1546,134.8,470.9,134.8,412.8,3.096,1546,88,88.4329653
1547,134.8,470.8,134.8,412.8,3.0959,1547,88,88.41840246
1548,134.8,470.8,134.8,412.7,3.096,1548,88,88.40862829
1549,134.7,470.8,134.8,412.7,3.096,1549,88,88.39688617
1550,134.7,470.7,134.7,412.6,3.096,1550,88,88.38304491
1551,134.7,470.6,134.7,412.6,3.0962,1551,88,88.37412352
1552,134.7,470.6,134.7,412.5,3.0965,1552,88,88.36067585
1553,134.7,470.5,134.7,412.4,3.0962,1553,88,88.3420459
1554,134.6,470.4,134.7,412.3,3.0963,1554,88,88.32859822
1555,134.6,470.4,134.6,412.3,3.0967,1555,88,88.32420313
1556,134.6,470.3,134.6,412.2,3.0963,1556,88,88.30570437
1557,134.6,470.3,134.6,412,3.0957,1557,88,88.28090817
1558,134.5,470.2,134.6,412,3.0955,1558,88,88.26982204
1559,134.5,470.2,134.6,412,3.0962,1559,88,88.26654212
1560,134.5,470.1,134.5,412,3.0962,1560,88,88.24994572
1561,134.5,470.1,134.5,411.9,3.096,1561,88,88.23676044
1562,134.5,470,134.5,411.8,3.096,1562,88,88.22344396
1563,134.5,469.9,134.5,411.8,3.0963,1563,88,88.21439137
1564,134.4,469.8,134.5,411.8,3.0963,1564,88,88.2008125
1565,134.4,469.8,134.4,411.7,3.0962,1565,88,88.18500328
1566,134.4,469.8,134.4,411.5,3.0957,1566,88,88.15968229
1567,134.3,469.7,134.4,411.3,3.0952,1567,88,88.14426667
1568,134.3,469.7,134.4,411.3,3.0955,1568,88,88.13567327
1569,134.3,469.6,134.3,411.3,3.0959,1569,88,88.1260959
1570,134.3,469.6,134.3,411.2,3.0955,1570,88,88.10254607
1571,134.3,469.4,134.3,411.1,3.0952,1571,88,88.08450651
1572,134.2,469.4,134.3,411.1,3.0957,1572,88,88.07558512
1573,134.2,469.3,134.2,411,3.0959,1573,88,88.064171
1574,134.2,469.3,134.2,410.9,3.0952,1574,88,88.04094916
1575,134.2,469.2,134.2,410.8,3.0952,1575,88,88.02796067
1576,134.2,469.1,134.2,410.7,3.0954,1576,88,88.01359462
1577,134.1,469.1,134.1,410.6,3.0949,1577,87,87.99476787
1578,134.1,469,134.1,410.7,3.0954,1578,87,87.99542385
1579,134.1,468.9,134.1,410.7,3.0957,1579,87,87.97902425
1580,134.1,468.8,134.1,410.5,3.0952,1580,87,87.95914793
1581,134.1,468.7,134.1,410.5,3.0954,1581,87,87.94570025
1582,134,468.7,134,410.4,3.0954,1582,87,87.92805428
1583,134,468.7,134,410.1,3.0946,1583,87,87.90122453
1584,134,468.6,134,410.2,3.0949,1584,87,87.89564866
1585,134,468.5,134,410,3.0949,1585,87,87.87144284
1586,133.9,468.4,133.9,410,3.0949,1586,87,87.86429262
1587,133.9,468.4,133.9,410,3.0951,1587,87,87.85209131
1588,133.9,468.3,133.9,409.8,3.0947,1588,87,87.82722951
1589,133.9,468.2,133.9,409.9,3.0954,1589,87,87.8236872
1590,133.8,468.1,133.8,409.7,3.0957,1590,87,87.79666065
1591,133.8,468.1,133.8,409.5,3.0949,1591,87,87.77908027
1592,133.8,468.1,133.8,409.5,3.0947,1592,87,87.7612375
1593,133.7,468,133.8,409.4,3.0949,1593,87,87.74634666
1594,133.7,467.9,133.8,409.4,3.0952,1594,87,87.73893404
1595,133.7,467.8,133.7,409.5,3.0957,1595,87,87.73762207
1596,133.7,467.7,133.7,409.4,3.0955,1596,87,87.71420344
1597,133.7,467.6,133.7,409.3,3.0957,1597,87,87.69701665
1598,133.6,467.5,133.7,409.2,3.0955,1598,87,87.67700913
1599,133.6,467.5,133.6,409,3.0952,1599,87,87.65883837
1600,133.6,467.5,133.6,408.9,3.0949,1600,87,87.63758448
